age,educ,sex,degree,satjob,satjob2,income4,rincom91,hrs1,wrkstat,jobinc,impjob,bothft,husbft,husbhr,wifeft,wifehr,id,agecat4
45,12,1,1,2,2,2,16,50,1,0,1,0,1,50,0,15,304,3
35,14,2,1,2,2,4,22,55,1,2,2,1,1,40,1,55,305,2
65,12,1,1,2,2,2,16,50,1,2,9,0,1,50,0,15,306,4
45,12,1,1,2,2,3,16,60,1,1,2,1,1,60,1,60,307,3
46,12,2,1,3,2,4,22,40,1,0,2,1,1,40,1,40,308,3
47,11,2,1,1,1,1,3,36,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,309,3
30,12,1,1,1,1,3,0,50,1,2,2,0,1,50,0,20,310,2
39,12,2,1,2,2,3,13,58,1,0,2,1,1,40,1,58,311,2
52,12,2,1,3,2,1,10,38,1,3,2,1,1,6,1,38,312,4
99,10,2,0,2,2,4,22,40,1,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,313,#NULL!
51,12,2,1,2,2,4,22,37,1,0,3,1,1,40,1,37,314,4
28,17,1,3,2,2,2,15,55,1,4,3,0,#NULL!,#NULL!,#NULL!,#NULL!,315,1
37,12,2,1,1,1,2,13,40,1,3,2,1,1,40,1,40,316,2
55,13,1,1,2,2,3,16,60,1,1,2,1,1,60,1,72,317,4
46,11,1,1,2,2,1,14,60,1,9,2,0,1,#NULL!,0,#NULL!,318,3
63,9,1,0,1,1,4,18,48,1,4,2,1,1,48,1,40,319,4
21,14,2,1,1,1,1,5,40,1,2,2,1,1,32,1,40,320,1
41,12,1,1,1,1,1,11,45,1,3,3,0,1,#NULL!,0,#NULL!,321,3
33,9,1,0,2,2,1,10,44,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,322,2
21,12,1,1,2,2,1,2,20,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,323,1
29,11,2,0,4,2,1,10,70,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,324,1
41,12,1,1,1,1,2,11,60,1,3,2,1,1,60,1,40,325,3
33,20,1,4,1,1,2,15,65,1,0,2,0,1,65,0,20,326,2
58,13,2,1,2,2,1,7,38,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,327,4
43,14,2,1,2,2,2,15,40,1,2,3,0,#NULL!,#NULL!,#NULL!,#NULL!,328,3
45,14,2,2,1,1,4,22,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,329,3
26,13,1,1,1,1,1,14,44,1,0,2,0,1,#NULL!,0,#NULL!,330,1
42,14,1,2,1,1,3,17,46,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,331,3
41,12,1,1,2,2,2,12,42,1,3,3,1,1,42,1,40,332,3
41,12,1,1,2,2,1,12,24,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,333,3
42,14,2,2,2,2,2,12,40,1,9,2,0,0,30,1,40,334,3
26,12,1,1,2,2,1,12,44,1,1,2,0,1,#NULL!,0,#NULL!,335,1
57,8,2,0,2,2,1,10,52,1,4,3,0,#NULL!,#NULL!,#NULL!,#NULL!,336,4
50,12,2,1,2,2,4,9,44,1,0,3,1,1,40,1,44,337,4
43,18,2,4,1,1,4,16,45,1,4,2,1,1,45,1,45,338,3
30,16,2,3,2,2,4,11,40,1,4,3,1,1,50,1,40,339,2
58,14,1,2,1,1,1,9,50,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,340,4
50,9,2,0,2,2,4,22,40,1,0,9,0,0,#NULL!,1,#NULL!,341,4
33,18,1,3,2,2,4,22,40,1,0,3,0,1,#NULL!,0,#NULL!,342,2
36,12,1,1,2,2,4,22,40,1,0,2,1,1,40,1,40,343,2
82,16,1,3,1,1,4,21,36,1,3,2,0,1,#NULL!,0,#NULL!,344,4
36,18,2,3,3,2,1,13,16,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,345,2
48,12,2,1,4,2,4,22,43,1,2,9,1,1,30,1,43,346,3
27,16,2,3,1,1,1,11,45,1,3,2,0,0,#NULL!,1,#NULL!,347,1
37,13,2,1,2,2,1,9,55,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,348,2
39,12,2,1,1,1,1,10,75,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,349,2
23,12,1,1,1,1,1,14,56,1,2,2,0,1,#NULL!,0,#NULL!,350,1
24,13,1,1,2,2,2,13,98,1,3,2,1,1,#NULL!,1,#NULL!,351,1
31,12,1,1,2,2,1,9,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,352,2
47,14,1,2,1,1,3,18,55,1,3,2,0,1,#NULL!,0,#NULL!,353,3
46,14,1,1,3,2,1,14,75,1,1,2,0,1,#NULL!,0,#NULL!,354,3
35,17,2,3,1,1,4,17,50,1,0,1,1,1,45,1,50,355,2
34,13,1,1,2,2,2,15,44,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,356,2
47,7,1,0,2,2,1,13,61,1,2,1,0,1,#NULL!,0,#NULL!,357,3
42,12,1,1,1,1,4,22,40,1,0,2,1,1,40,1,40,358,3
46,16,2,3,2,2,1,8,40,1,3,1,1,1,40,1,40,359,3
38,14,2,1,1,1,2,16,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,360,2
38,12,1,1,2,2,2,14,53,1,4,1,0,1,53,0,5,361,2
56,12,1,1,2,2,3,19,40,1,1,3,0,1,#NULL!,0,#NULL!,362,4
35,16,1,3,1,1,4,0,68,1,0,1,0,1,68,0,20,363,2
20,12,2,1,1,1,4,7,35,1,4,1,0,#NULL!,#NULL!,#NULL!,#NULL!,364,1
43,16,1,3,1,1,3,18,70,1,2,2,0,1,70,0,15,365,3
39,14,2,1,1,1,4,15,40,1,9,2,1,1,40,1,40,366,2
48,16,1,3,2,2,3,17,45,1,0,3,1,1,45,1,40,367,3
38,14,1,2,1,1,2,11,48,1,4,3,1,1,48,1,36,368,2
44,13,2,1,2,2,1,12,50,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,369,3
35,16,1,3,1,1,2,16,45,1,0,1,1,1,45,1,40,370,2
24,13,1,1,2,2,3,3,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,371,1
37,18,2,4,1,1,1,14,60,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,372,2
55,17,1,4,1,1,4,18,60,1,0,1,1,1,60,1,45,373,4
38,18,2,4,1,1,3,15,40,1,3,2,1,1,40,1,40,374,2
62,16,2,3,2,2,1,14,28,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,375,4
30,20,1,4,2,2,4,20,60,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,376,2
49,20,1,4,1,1,4,22,40,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,377,3
43,18,1,4,1,1,4,21,40,1,0,1,1,1,40,1,40,378,3
99,12,2,1,1,1,4,21,99,1,9,2,1,1,#NULL!,1,#NULL!,379,#NULL!
47,16,1,3,3,2,4,21,99,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,380,3
32,16,1,3,1,1,4,21,60,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,381,2
35,16,2,3,1,1,4,18,40,1,2,1,1,1,40,1,40,382,2
31,16,2,3,2,2,3,15,28,1,0,1,1,1,40,1,28,383,2
40,18,1,4,1,1,4,21,65,1,0,1,0,1,#NULL!,0,#NULL!,384,3
30,16,2,3,2,2,4,22,40,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,385,2
51,12,1,1,2,2,4,19,35,1,0,1,1,1,35,1,37,386,4
24,15,1,1,2,2,3,15,45,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,387,1
38,16,1,3,1,1,4,21,60,1,3,2,1,1,60,1,40,388,2
74,12,1,1,2,2,4,21,70,1,4,3,0,1,#NULL!,0,#NULL!,389,4
63,14,2,2,1,1,4,16,35,1,0,2,0,0,#NULL!,1,#NULL!,390,4
51,10,1,0,2,2,2,15,50,1,3,2,0,1,50,0,20,391,4
33,16,1,3,1,1,3,19,70,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,392,2
27,20,1,4,1,1,2,11,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,393,1
22,12,2,1,4,2,2,11,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,394,1
40,13,1,1,1,1,3,18,45,1,0,3,0,1,#NULL!,0,#NULL!,395,3
43,12,2,1,2,2,2,15,50,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,396,3
35,20,1,4,3,2,4,18,80,1,2,2,0,1,#NULL!,0,#NULL!,397,2
39,18,1,4,2,2,2,16,60,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,398,2
40,18,1,4,2,2,3,19,50,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,399,3
34,16,1,4,2,2,4,20,50,1,0,2,0,1,#NULL!,0,#NULL!,400,2
77,12,2,1,1,1,3,18,35,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,401,4
53,14,2,1,4,2,3,17,45,1,3,2,0,0,#NULL!,1,#NULL!,402,4
38,16,2,3,1,1,4,0,60,1,3,9,0,0,#NULL!,1,#NULL!,403,2
32,12,1,0,1,1,3,13,40,1,0,2,0,1,#NULL!,0,#NULL!,404,2
39,14,2,1,1,1,2,13,40,1,4,3,1,1,40,1,40,405,2
47,11,2,0,2,2,3,12,40,1,0,1,0,0,#NULL!,1,#NULL!,406,3
43,13,1,1,1,1,2,17,46,1,0,2,0,1,#NULL!,0,#NULL!,407,3
46,15,1,1,2,2,3,19,60,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,408,3
32,14,1,1,4,2,4,98,55,1,0,1,0,1,#NULL!,0,#NULL!,409,2
57,14,2,1,1,1,3,18,80,1,3,4,0,#NULL!,#NULL!,#NULL!,#NULL!,410,4
28,17,2,3,2,2,4,15,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,411,1
26,10,1,1,1,1,3,19,50,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,412,1
45,14,2,1,1,1,4,16,40,1,3,2,1,1,40,1,40,413,3
44,12,1,1,2,2,3,17,55,1,4,2,0,1,55,0,20,414,3
46,14,2,2,2,2,3,19,41,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,415,3
55,12,2,1,2,2,4,16,40,1,0,1,1,1,40,1,40,416,4
36,16,1,3,2,2,3,19,45,1,4,2,0,1,#NULL!,0,#NULL!,417,2
25,13,2,1,2,2,4,14,48,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,418,1
38,15,1,1,3,2,1,0,38,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,419,2
49,13,1,1,1,1,4,19,40,1,3,1,1,1,40,1,40,420,3
52,10,1,0,2,2,2,11,40,1,3,1,1,1,40,1,40,421,4
39,13,1,1,1,1,4,20,70,1,3,2,0,1,#NULL!,0,#NULL!,422,2
27,16,2,3,1,1,4,19,45,1,3,2,1,1,45,1,45,423,1
38,12,2,1,1,1,2,15,40,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,424,2
38,18,1,4,2,2,4,20,45,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,425,2
29,14,1,1,2,2,4,22,55,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,426,1
47,19,1,4,4,2,1,4,60,1,0,1,1,1,60,1,60,427,3
38,13,2,1,3,2,1,4,35,1,3,2,1,1,40,1,35,428,2
43,12,2,1,1,1,2,16,60,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,429,3
42,13,2,1,1,1,2,15,65,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,430,3
60,12,1,1,2,2,2,15,50,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,431,4
47,6,1,0,1,1,2,15,40,1,0,1,0,1,#NULL!,0,#NULL!,432,3
36,16,1,3,2,2,4,17,50,1,0,2,0,1,50,0,24,433,2
45,16,1,3,1,1,3,17,40,1,4,2,0,1,40,0,26,434,3
53,18,1,4,2,2,3,15,50,1,1,2,1,1,50,1,50,435,4
44,12,2,1,2,2,1,14,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,436,3
49,16,1,3,1,1,4,21,40,1,0,3,0,1,#NULL!,0,#NULL!,437,3
57,16,2,3,1,1,3,19,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,438,4
39,12,2,1,1,1,3,13,40,1,0,2,1,1,40,1,40,439,2
48,12,2,1,1,1,2,14,48,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,440,3
32,9,2,0,1,1,2,11,40,1,9,1,1,1,40,1,40,441,2
41,15,1,1,1,1,1,8,40,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,442,3
34,14,2,2,1,1,1,14,45,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,443,2
39,16,2,3,1,1,4,16,50,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,444,2
41,19,2,4,1,1,4,20,55,1,0,2,0,0,#NULL!,1,#NULL!,445,3
56,10,2,0,2,2,2,15,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,446,4
35,10,2,0,2,2,2,16,37,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,447,2
32,15,1,1,3,2,2,14,57,1,1,3,1,1,57,1,40,448,2
49,11,2,1,2,2,4,15,80,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,449,3
28,12,1,1,2,2,1,14,52,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,450,1
45,19,1,4,1,1,4,21,75,1,4,3,0,1,75,0,5,451,3
28,18,1,4,4,2,4,16,40,1,0,2,1,1,40,1,40,452,1
35,19,1,4,3,2,4,18,60,1,0,2,0,1,#NULL!,0,#NULL!,453,2
31,12,2,1,1,1,1,14,55,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,454,2
41,11,2,1,1,1,1,11,40,1,1,4,0,#NULL!,#NULL!,#NULL!,#NULL!,455,3
36,12,1,1,2,2,2,0,40,1,0,4,0,1,#NULL!,0,#NULL!,456,2
31,19,2,4,2,2,4,19,46,1,1,2,1,1,55,1,46,457,2
30,14,2,2,1,1,2,16,80,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,458,2
29,18,1,2,1,1,4,17,43,1,1,2,1,1,43,1,38,459,1
28,13,2,1,4,2,2,15,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,460,1
31,16,2,3,2,2,2,15,35,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,461,2
50,16,2,3,2,2,1,13,40,1,5,2,0,#NULL!,#NULL!,#NULL!,#NULL!,462,4
50,14,1,2,2,2,4,21,70,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,463,4
29,12,2,1,2,2,2,9,58,1,0,4,1,1,60,1,58,464,1
25,17,1,3,1,1,1,10,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,465,1
39,18,2,3,2,2,2,16,40,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,466,2
38,19,1,3,1,1,4,21,65,1,2,2,0,1,65,0,4,467,2
39,17,1,4,3,2,4,22,40,1,0,2,0,1,40,0,20,468,2
37,13,2,1,2,2,4,9,40,1,3,1,1,1,50,1,40,469,2
38,14,2,1,1,1,1,12,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,470,2
65,16,1,3,1,1,4,21,60,1,0,1,0,1,#NULL!,0,#NULL!,471,4
58,16,1,3,1,1,4,19,60,1,0,3,1,1,60,1,35,472,4
51,16,2,3,2,2,4,98,45,1,0,2,1,1,55,1,45,473,4
40,18,2,3,4,2,4,11,40,1,9,2,1,1,40,1,40,474,3
30,16,1,3,1,1,2,12,37,1,2,2,1,1,37,1,40,475,2
47,20,1,4,1,1,4,21,70,1,3,1,1,1,70,1,50,476,3
49,14,2,1,1,1,4,21,80,1,3,2,1,1,40,1,80,477,3
35,15,2,2,1,1,4,3,35,1,3,3,1,1,53,1,35,478,2
58,14,1,1,1,1,4,21,60,1,1,2,0,1,#NULL!,0,#NULL!,479,4
23,16,2,3,1,1,4,5,50,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,480,1
30,16,2,3,2,2,4,18,40,1,4,4,1,1,60,1,40,481,2
61,12,2,1,2,2,3,8,30,1,3,2,1,1,40,1,30,482,4
41,12,1,1,1,1,1,11,44,1,0,1,1,1,44,1,50,483,3
27,16,2,3,2,2,3,17,32,1,2,1,1,1,40,1,32,484,1
56,10,1,1,2,2,2,15,47,1,2,3,0,1,47,0,10,485,4
25,16,2,3,2,2,2,12,55,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,486,1
28,13,2,1,2,2,4,11,55,1,0,2,1,1,55,1,55,487,1
31,12,1,1,2,2,1,9,60,1,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,488,2
31,13,1,1,2,2,3,13,66,1,1,1,0,1,66,0,16,489,2
26,13,1,1,2,2,1,10,40,1,1,2,0,1,#NULL!,0,#NULL!,490,1
31,14,1,1,1,1,1,13,40,1,3,2,1,1,40,1,50,491,2
42,14,1,1,1,1,3,15,25,1,0,2,0,1,25,0,24,492,3
24,14,2,1,1,1,2,16,45,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,493,1
38,16,1,3,4,2,2,15,40,1,5,2,0,1,40,0,16,494,2
45,13,1,1,1,1,3,18,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,495,3
38,15,2,2,2,2,2,16,40,1,3,2,1,1,65,1,40,496,2
52,12,1,1,2,2,3,14,50,1,2,1,1,1,50,1,52,497,4
44,12,2,1,2,2,2,10,32,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,498,3
25,14,1,1,2,2,3,11,40,1,0,3,1,1,40,1,40,499,1
39,16,2,3,2,2,2,11,40,1,3,2,1,1,40,1,40,500,2
33,14,2,1,2,2,2,22,54,1,0,2,1,1,35,1,54,501,2
56,19,1,4,2,2,4,21,50,1,3,2,0,1,#NULL!,0,#NULL!,502,4
46,18,2,4,2,2,4,21,50,1,1,3,1,1,60,1,50,503,3
45,16,2,4,1,1,4,21,50,1,3,2,1,1,50,1,50,504,3
47,15,1,1,4,2,3,16,44,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,505,3
25,16,2,3,1,1,4,16,40,1,9,2,0,#NULL!,#NULL!,#NULL!,#NULL!,506,1
23,14,2,4,2,2,1,0,40,1,0,1,1,1,60,1,40,507,1
45,12,1,1,2,2,4,18,50,1,4,2,0,1,#NULL!,0,#NULL!,508,3
23,16,2,3,1,1,2,9,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,509,1
57,14,2,1,1,1,2,15,50,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,510,4
38,12,2,1,2,2,1,6,55,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,511,2
57,12,2,1,1,1,2,11,8,1,1,2,0,0,#NULL!,1,#NULL!,512,4
25,12,2,1,2,2,1,13,50,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,513,1
35,14,1,1,1,1,2,15,50,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,514,2
30,12,2,1,2,2,3,12,40,1,0,2,1,1,40,1,40,515,2
37,14,2,1,2,2,4,16,40,1,3,3,1,1,60,1,40,516,2
40,12,2,1,3,2,4,15,45,1,2,3,1,1,40,1,45,517,3
38,13,2,1,1,1,4,15,55,1,0,3,1,1,60,1,55,518,2
68,12,1,1,1,1,3,18,40,1,3,2,0,1,#NULL!,0,#NULL!,519,4
35,16,1,3,3,2,3,18,55,1,0,2,1,1,55,1,55,520,2
25,12,1,1,1,1,1,14,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,521,1
25,11,2,1,2,2,4,14,50,1,0,2,1,1,45,1,50,522,1
55,12,2,1,3,2,1,12,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,523,4
29,12,2,1,3,2,2,13,42,1,2,3,0,0,20,1,42,524,1
43,12,1,1,2,2,2,12,38,1,1,1,1,1,38,1,38,525,3
35,13,1,1,2,2,1,11,40,1,1,2,0,1,#NULL!,0,#NULL!,526,2
36,14,2,1,3,2,3,11,43,1,0,3,1,1,50,1,43,527,2
29,16,1,3,3,2,2,15,55,1,0,2,1,1,55,1,48,528,1
24,11,2,0,2,2,1,3,38,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,529,1
53,15,2,1,1,1,3,16,40,1,3,2,1,1,40,1,40,530,4
37,12,2,1,1,1,2,15,50,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,531,2
46,12,2,1,1,1,4,15,48,1,3,2,1,1,55,1,48,532,3
39,12,1,1,1,1,2,17,40,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,533,2
60,12,1,1,3,2,1,4,56,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,534,4
28,12,1,1,1,1,3,18,56,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,535,1
58,12,1,1,1,1,2,16,45,1,2,1,0,1,#NULL!,0,#NULL!,536,4
51,12,1,1,2,2,3,17,52,1,0,2,1,1,52,1,45,537,4
50,16,2,3,1,1,4,18,40,1,0,1,1,1,40,1,40,538,4
58,8,1,0,2,2,1,1,41,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,539,4
34,12,2,1,1,1,2,15,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,540,2
33,12,1,1,3,2,4,18,46,1,2,3,0,1,46,0,30,541,2
42,12,1,1,2,2,3,14,40,1,5,5,1,1,40,1,32,542,3
45,15,1,1,1,1,2,15,65,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,543,3
32,12,2,1,2,2,3,13,48,1,3,2,1,1,45,1,48,544,2
29,12,1,1,2,2,4,21,80,1,1,1,0,1,80,0,24,545,1
23,12,1,1,1,1,1,10,51,1,4,2,0,1,#NULL!,0,#NULL!,546,1
42,12,1,1,1,1,2,17,42,1,3,2,0,1,#NULL!,0,#NULL!,547,3
28,12,1,1,1,1,1,8,40,1,3,2,0,1,40,0,25,548,1
35,12,1,1,2,2,1,12,40,1,0,1,0,1,#NULL!,0,#NULL!,549,2
45,14,2,2,1,1,3,16,50,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,550,3
54,16,2,3,2,2,4,0,70,1,0,9,0,#NULL!,#NULL!,#NULL!,#NULL!,551,4
58,16,1,3,1,1,4,21,50,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,552,4
58,16,1,4,1,1,4,21,70,1,2,2,0,1,#NULL!,0,#NULL!,553,4
67,16,2,3,1,1,4,14,46,1,3,2,0,0,25,1,46,554,4
44,12,2,1,2,2,1,12,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,555,3
30,14,1,1,1,1,2,17,45,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,556,2
34,16,2,3,4,2,2,15,35,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,557,2
45,13,1,1,3,2,2,17,48,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,558,3
47,12,1,1,3,2,3,18,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,559,3
31,12,2,1,1,1,4,16,40,1,5,3,1,1,40,1,40,560,2
25,16,1,3,2,2,3,17,40,1,0,2,0,1,#NULL!,0,#NULL!,561,1
40,12,1,1,1,1,2,12,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,562,3
49,12,2,1,2,2,2,15,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,563,3
42,13,1,1,3,2,4,20,50,1,0,4,0,1,#NULL!,0,#NULL!,564,3
42,10,2,0,2,2,1,7,40,1,1,2,0,0,#NULL!,1,#NULL!,565,3
29,9,1,0,3,2,1,14,40,1,1,2,0,1,#NULL!,0,#NULL!,566,1
26,13,2,1,2,2,3,9,40,1,1,3,1,1,60,1,40,567,1
60,14,1,2,2,2,1,9,40,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,568,4
25,14,2,1,1,1,1,12,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,569,1
44,17,1,3,2,2,2,17,35,1,2,1,0,1,#NULL!,0,#NULL!,570,3
38,12,1,1,1,1,3,16,50,1,0,3,0,1,#NULL!,0,#NULL!,571,2
34,18,2,4,1,1,4,16,45,1,2,1,1,1,45,1,45,572,2
49,16,2,3,1,1,2,17,40,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,573,3
33,19,1,4,1,1,2,11,40,1,0,2,1,1,40,1,32,574,2
55,16,2,3,2,2,4,10,80,1,2,2,1,1,60,1,80,575,4
21,12,1,1,2,2,4,10,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,576,1
36,17,1,3,2,2,3,16,40,1,4,2,1,1,40,1,40,577,2
31,12,1,1,2,2,3,14,40,1,0,2,1,1,40,1,40,578,2
47,12,1,1,1,1,4,21,50,1,4,2,0,1,#NULL!,0,#NULL!,579,3
38,8,1,0,3,2,1,10,36,1,9,1,0,#NULL!,#NULL!,#NULL!,#NULL!,580,2
49,7,1,0,1,1,1,12,30,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,581,3
39,12,2,1,1,1,3,13,65,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,582,2
24,11,1,0,2,2,2,11,38,1,0,2,1,1,38,1,40,583,1
37,12,1,1,2,2,2,14,50,1,3,2,1,1,50,1,55,584,2
40,12,2,1,1,1,1,13,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,585,3
26,14,1,2,2,2,2,13,50,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,586,1
33,13,2,1,2,2,1,10,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,587,2
50,12,2,1,3,2,2,16,40,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,588,4
46,14,1,1,1,1,3,15,40,1,4,3,1,1,40,1,48,589,3
60,13,1,2,1,1,3,15,40,1,4,2,1,1,40,1,40,590,4
29,16,2,3,1,1,2,15,52,1,3,4,0,#NULL!,#NULL!,#NULL!,#NULL!,591,1
28,17,1,1,2,2,4,15,75,1,4,3,0,#NULL!,#NULL!,#NULL!,#NULL!,592,1
29,16,1,3,1,1,2,16,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,593,1
46,14,2,2,1,1,4,11,40,1,2,1,1,1,40,1,40,594,3
47,16,2,3,1,1,4,14,5,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,595,3
36,8,1,0,1,1,1,10,48,1,0,2,1,1,48,1,40,596,2
37,10,1,1,2,2,2,14,40,1,1,2,1,1,40,1,40,597,2
25,13,2,1,1,1,2,14,43,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,598,1
40,18,1,4,1,1,4,19,80,1,1,2,1,1,80,1,40,599,3
33,13,2,1,3,2,1,12,8,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,600,2
39,12,2,1,2,2,3,17,72,1,1,2,1,1,40,1,72,601,2
33,14,2,1,1,1,2,10,40,1,1,2,1,1,40,1,40,602,2
26,12,1,1,2,2,2,14,58,1,3,2,1,1,58,1,40,603,1
28,12,2,1,2,2,1,13,40,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,604,1
29,15,2,1,1,1,1,0,55,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,605,1
33,16,1,3,3,2,2,15,40,1,1,2,0,1,#NULL!,0,#NULL!,606,2
